symbol,sector,market_cap
NEPHROPLUS.NS,Healthcare,5504
NESCO.NS,Industrials,9018
NESTLEIND.NS,Consumer Defensive,282093
NETWEB.NS,Technology,21743
NETWORK18.NS,Communication Services,5380
NEUEON.NS,Basic Materials,115
NEULANDLAB.NS,Healthcare,20554
NEWGEN.NS,Technology,6998
NEXTMEDIA.NS,Communication Services,29
NFL.NS,Basic Materials,3838
NGIL.NS,Consumer Defensive,67
NGLFINE.NS,Healthcare,1370
NH.NS,Healthcare,36499
NHPC.NS,Utilities,84448
NIACL.NS,Financial Services,26714
NIBE.NS,Industrials,1570
NIBL.NS,Industrials,76
NIITLTD.NS,Consumer Defensive,970
NIITMTS.NS,Consumer Defensive,4327
NILAINFRA.NS,Real Estate,324
NILASPACES.NS,Real Estate,536
NILE.NS,,0
NILKAMAL.NS,Consumer Cyclical,1961
NIMBSPROJ.NS,Unknown,345
NINSYS.NS,Technology,946
NIPPOBATRY.NS,Industrials,254
NIRAJ.NS,Industrials,172
NIRAJISPAT.NS,Consumer Cyclical,14
NIRLON.NS,Real Estate,0
NITCO.NS,Industrials,2147
NITINSPIN.NS,Consumer Cyclical,2766
NITIRAJ.NS,Technology,215
NITTAGELA.NS,Basic Materials,0
NIVABUPA.NS,Financial Services,14731
NKIND.NS,Consumer Defensive,41
NLCINDIA.NS,Utilities,45453
NMDC.NS,Basic Materials,78642
NOCIL.NS,Basic Materials,3094
NOIDATOLL.NS,Industrials,70
NORBTEAEXP.NS,Consumer Defensive,93
NORTHARC.NS,Financial Services,4235
NOVAAGRI.NS,Basic Materials,257
NOVARTIND.NS,Healthcare,2518
NPST.NS,Technology,2666
NRAIL.NS,Basic Materials,831
NRBBEARING.NS,Consumer Cyclical,2867
NRL.NS,Industrials,387
NSIL.NS,Financial Services,2964
NSLNISP.NS,Basic Materials,12545
NTPC.NS,Utilities,390290
NTPCGREEN.NS,Utilities,93153
NUCLEUS.NS,Technology,2134
NURECA.NS,Healthcare,261
NUVAMA.NS,Financial Services,24125
NUVOCO.NS,Basic Materials,10384
NYKAA.NS,Consumer Cyclical,76910
OAL.NS,Basic Materials,1063
OBCL.NS,Industrials,117
OBEROIRLTY.NS,Real Estate,61968
OCCLLTD.NS,Basic Materials,502
ODIGMA.NS,Communication Services,84
OFSS.NS,Technology,84933
OIL.NS,Energy,78036
OILCOUNTUB.NS,Energy,320
OLAELEC.NS,Consumer Cyclical,15394
OLECTRA.NS,Industrials,10377
OMAXAUTO.NS,Consumer Cyclical,334
OMAXE.NS,Real Estate,1556
OMFREIGHT.NS,Industrials,273
OMINFRAL.NS,Industrials,909
OMNI.NS,Industrials,4767
OMPOWER.NS,Industrials,0
ONELIFECAP.NS,Financial Services,66
ONEPOINT.NS,Industrials,1413
ONESOURCE.NS,Healthcare,19644
ONGC.NS,Energy,369860
ONMOBILE.NS,Communication Services,588
ONWARDTEC.NS,Technology,577
OPTIEMUS.NS,Technology,3877
ORBTEXP.NS,Consumer Cyclical,437
ORCHASP.NS,Technology,71
ORCHPHARMA.NS,Healthcare,3254
ORICONENT.NS,Consumer Cyclical,1030
ORIENTALTL.NS,Industrials,51
ORIENTBELL.NS,Industrials,490
ORIENTCEM.NS,Basic Materials,2964
ORIENTCER.NS,Basic Materials,496
ORIENTELEC.NS,Consumer Cyclical,3925
ORIENTHOT.NS,Consumer Cyclical,1818
ORIENTLTD.NS,Consumer Cyclical,67
ORIENTPPR.NS,Basic Materials,402
ORIENTTECH.NS,Technology,1261
ORISSAMINE.NS,Basic Materials,2565
ORKLAINDIA.NS,Consumer Defensive,8794
ORTEL.NS,Communication Services,5
ORTINGLOBE.NS,Healthcare,12
OSIAHYPER.NS,Consumer Cyclical,97
OSWALAGRO.NS,Real Estate,652
OSWALGREEN.NS,Financial Services,730
OSWALPUMPS.NS,Industrials,4735
OSWALSEEDS.NS,Basic Materials,113
PACEDIGITK.NS,Technology,3768
PAGEIND.NS,Consumer Cyclical,41497
PAISALO.NS,Financial Services,4534
PAKKA.NS,Basic Materials,429
PALASHSECU.NS,Consumer Defensive,96
PALREDTEC.NS,Technology,49
PANACEABIO.NS,Healthcare,2294
PANACHE.NS,Technology,542
PANAMAPET.NS,Energy,1718
PANSARI.NS,Real Estate,540
PAR.NS,Healthcare,111
PARACABLES.NS,Technology,1235
PARADEEP.NS,Basic Materials,13418
PARAGMILK.NS,Consumer Defensive,2798
PARAS.NS,Industrials,6361
PARASPETRO.NS,Consumer Cyclical,73
PARKHOSPS.NS,Healthcare,10308
PARKHOTELS.NS,Consumer Cyclical,2690
PARSVNATH.NS,Real Estate,345
PASHUPATI.NS,Consumer Cyclical,1393
PASUPTAC.NS,Consumer Cyclical,458
PATANJALI.NS,Consumer Defensive,50139
PATELENG.NS,Industrials,2761
PATELRMART.NS,Consumer Cyclical,708
PATINTLOG.NS,Industrials,82
PAUSHAKLTD.NS,Basic Materials,1166
PAVNAIND.NS,Consumer Cyclical,261
PAYTM.NS,Technology,71378
PCBL.NS,Basic Materials,12049
PCJEWELLER.NS,Consumer Cyclical,9273
PDMJEPAPER.NS,Basic Materials,821
PDSL.NS,Industrials,3988
PEARLPOLY.NS,Consumer Cyclical,35
PENIND.NS,Industrials,2358
PENINLAND.NS,Real Estate,567
PERSISTENT.NS,Technology,74947
PETRONET.NS,Energy,41947
PFC.NS,Financial Services,149808
PFIZER.NS,Healthcare,21667
PFOCUS.NS,Communication Services,23543
PFS.NS,Financial Services,2040
PGEL.NS,Technology,15303
PGHH.NS,Consumer Defensive,33476
PGHL.NS,Healthcare,8527
PGIL.NS,Consumer Cyclical,7125
PHOENIXLTD.NS,Real Estate,64389
PICCADIL.NS,Consumer Defensive,6101
PIDILITIND.NS,Basic Materials,140961
PIGL.NS,Industrials,240
PIIND.NS,Basic Materials,46811
PILANIINVS.NS,Financial Services,5249
PILITA.NS,Consumer Cyclical,190
PINELABS.NS,Technology,22485
PIONEEREMB.NS,Consumer Cyclical,86
PIONRINV.NS,,0
PIRAMALFIN.NS,Financial Services,44095
PITTIENG.NS,Industrials,3659
PIXTRANS.NS,Industrials,2103
PKTEA.NS,Consumer Defensive,252
PLASTIBLEN.NS,Basic Materials,460
PLATIND.NS,Basic Materials,1349
PLAZACABLE.NS,Industrials,181
PML.NS,,0
PNB.NS,Financial Services,126307
PNBGILTS.NS,Financial Services,1280
PNBHOUSING.NS,Financial Services,27271
PNC.NS,Communication Services,29
PNCINFRA.NS,Industrials,5428
PNGJL.NS,Consumer Cyclical,9161
PNGSREVA.NS,Consumer Cyclical,1315
POCL.NS,Basic Materials,4220
PODDARMENT.NS,Basic Materials,283
POKARNA.NS,Industrials,2694
POLICYBZR.NS,Financial Services,77103
POLYCAB.NS,Industrials,123564
POLYMED.NS,Healthcare,15453
POLYPLEX.NS,Basic Materials,2988
PONNIERODE.NS,Consumer Defensive,264
POONAWALLA.NS,Financial Services,38552
POWERGRID.NS,Utilities,299525
POWERICA.NS,Industrials,6125
POWERINDIA.NS,Industrials,149874
POWERMECH.NS,Industrials,7860
PPAP.NS,Consumer Cyclical,289
PPL.NS,Industrials,513
PPLPHARMA.NS,Healthcare,21304
PRABHA.NS,Energy,2360
PRADPME.NS,,0
PRAENG.NS,Real Estate,155
PRAJIND.NS,Industrials,7634
PRAKASH.NS,Basic Materials,2685
PRAKASHSTL.NS,Basic Materials,81
PRAVEG.NS,,0
PRAXIS.NS,Consumer Cyclical,142
PRECAM.NS,Consumer Cyclical,1526
PRECOT.NS,Consumer Cyclical,689
PRECWIRE.NS,Industrials,7850
PREMCO.NS,,0
PREMEXPLN.NS,Basic Materials,3039
PREMIER.NS,Industrials,9
PREMIERENE.NS,Technology,46957
PREMIERPOL.NS,Basic Materials,570
PRESTIGE.NS,Real Estate,62809
PRICOLLTD.NS,Consumer Cyclical,7061
PRIMESECU.NS,Financial Services,967
PRIMO.NS,Basic Materials,626
PRINCEPIPE.NS,Industrials,2901
PRITI.NS,Consumer Cyclical,60
PRITIKAUTO.NS,Industrials,226
PRIVISCL.NS,Basic Materials,13193
PROSTARM.NS,Industrials,929
PROTEAN.NS,Technology,2166
PROZONER.NS,Real Estate,850
PRSMJOHNSN.NS,Basic Materials,6725
PRUDENT.NS,Financial Services,11762
PRUDMOULI.NS,Consumer Defensive,55
PSB.NS,Financial Services,17817
PSPPROJECT.NS,Industrials,3159
PTC.NS,Utilities,6408
PTCIL.NS,Industrials,24451
PTL.NS,Real Estate,529
PUNJABCHEM.NS,Basic Materials,1403
PURVA.NS,Real Estate,5198
PVP.NS,Industrials,857
PVRINOX.NS,Communication Services,10581
PVSL.NS,Consumer Cyclical,738
PWL.NS,Consumer Defensive,31596
PYRAMID.NS,Consumer Cyclical,636
QPOWER.NS,Industrials,10716
QUADFUTURE.NS,Industrials,1262
QUESS.NS,Industrials,3209
QUICKHEAL.NS,Technology,907
QUINT.NS,,0
QUINTEGRA.NS,Technology,3
RACE.NS,Industrials,220
RACLGEAR.NS,Consumer Cyclical,1509
RADAAN.NS,Communication Services,17
RADHIKAJWE.NS,Consumer Cyclical,767
RADIANTCMS.NS,Industrials,444
RADICO.NS,Consumer Defensive,46429
RADIOCITY.NS,Communication Services,210
RAILTEL.NS,Communication Services,10719
RAIN.NS,Basic Materials,4353
RAINBOW.NS,Healthcare,12729
RAJESHEXPO.NS,Consumer Cyclical,3543
RAJMET.NS,Basic Materials,111
RAJOOENG.NS,Industrials,1017
RAJPALAYAM.NS,Unknown,0
RAJRATAN.NS,Basic Materials,2284
RAJRILTD.NS,Consumer Cyclical,1200
RAJSREESUG.NS,Consumer Defensive,117
RAJTV.NS,Communication Services,127
RAJVIR.NS,Consumer Cyclical,3
RALLIS.NS,Basic Materials,5109
RAMANEWS.NS,Consumer Defensive,493
RAMAPHO.NS,Basic Materials,496
RAMASTEEL.NS,Basic Materials,952
RAMCOCEM.NS,Basic Materials,22050
RAMCOIND.NS,Industrials,2334
RAMCOSYS.NS,Technology,1524
RAMKY.NS,Industrials,3489
RAMRAT.NS,Industrials,4266
RANASUG.NS,Consumer Defensive,216
RANEHOLDIN.NS,Consumer Cyclical,1633
RATEGAIN.NS,Technology,7119
RATNAMANI.NS,Basic Materials,18595
RATNAVEER.NS,Basic Materials,1213
RAYMOND.NS,Industrials,3115
RAYMONDLSL.NS,Consumer Cyclical,4891
RAYMONDREL.NS,Real Estate,3144
RBA.NS,Consumer Cyclical,3862
RBLBANK.NS,Financial Services,20702
RBZJEWEL.NS,Consumer Cyclical,562
RCF.NS,Basic Materials,7218
RCOM.NS,Communication Services,265
RECLTD.NS,Financial Services,94756
REDINGTON.NS,Technology,17290
REDTAPE.NS,Consumer Cyclical,7215
REFEX.NS,Energy,3600
REGAAL.NS,Consumer Defensive,863
REGENCERAM.NS,Industrials,124
RELAXO.NS,Consumer Cyclical,7500
RELCHEMQ.NS,Consumer Cyclical,86
RELIABLE.NS,Technology,137
RELIANCE.NS,Energy,1960990
RELIGARE.NS,Financial Services,7471
RELINFRA.NS,Utilities,3050
RELTD.NS,Technology,2582
REMSONSIND.NS,Consumer Cyclical,385
RENUKA.NS,Consumer Defensive,6276
REPCOHOME.NS,Financial Services,2621
REPL.NS,Industrials,142
REPRO.NS,Industrials,512
RESPONIND.NS,Basic Materials,4229
RETAIL.NS,Consumer Defensive,17
RGL.NS,Consumer Cyclical,1065
RHETAN.NS,Basic Materials,2351
RHFL.NS,Financial Services,93
RHIM.NS,Industrials,8463
RHL.NS,Consumer Cyclical,319
RICOAUTO.NS,Consumer Cyclical,1564
RIIL.NS,Industrials,1204
RISHABH.NS,Technology,1960
RITCO.NS,Industrials,625
RITES.NS,Industrials,10596
RKDL.NS,Consumer Defensive,52
RKEC.NS,Industrials,83
RKFORGE.NS,Industrials,11082
RKSWAMY.NS,Communication Services,432
RMC.NS,Industrials,487
RMDRIP.NS,Industrials,939
RML.NS,Consumer Cyclical,2258
RNBDENIMS.NS,Consumer Cyclical,392
ROHLTD.NS,Consumer Cyclical,931
ROLEXRINGS.NS,Industrials,3980
ROLLT.NS,Real Estate,50
ROML.NS,Consumer Defensive,66
ROSSARI.NS,Basic Materials,2676
ROSSELLIND.NS,Industrials,209
ROSSTECH.NS,Industrials,3647
ROTO.NS,Industrials,1114
ROUTE.NS,Communication Services,3421
RPEL.NS,Basic Materials,3310
RPGLIFE.NS,Healthcare,3935
RPOWER.NS,Utilities,12026
RPPINFRA.NS,Industrials,399
RPPL.NS,Consumer Cyclical,117
RPSGVENT.NS,Technology,2938
RPTECH.NS,Technology,3100
RRIL.NS,,0
RRKABEL.NS,Industrials,19096
RSDFIN.NS,,0
RSL.NS,Basic Materials,1155
RSSOFTWARE.NS,Technology,96
RSWM.NS,Consumer Cyclical,798
RSYSTEMS.NS,Technology,3131
RTNINDIA.NS,Consumer Cyclical,5099
RTNPOWER.NS,Utilities,5531
RUBFILA.NS,Basic Materials,403
RUBICON.NS,Healthcare,15904
RUBYMILLS.NS,Consumer Cyclical,789
RUCHINFRA.NS,Industrials,151
RUCHIRA.NS,Basic Materials,356
RUDRA.NS,Basic Materials,208
RUPA.NS,Consumer Cyclical,1213
RUSHIL.NS,Consumer Cyclical,536
RUSTOMJEE.NS,Real Estate,5069
RVHL.NS,Real Estate,257
RVNL.NS,Industrials,62529
RVTH.NS,Industrials,193
S&SPOWER.NS,Industrials,494
SAATVIKGL.NS,Technology,5922
SABEVENTS.NS,Communication Services,9
SADBHAV.NS,Industrials,161
SADBHIN.NS,Industrials,95
SADHNANIQ.NS,Basic Materials,723
SAFARI.NS,Consumer Cyclical,7058
SAGARDEEP.NS,Basic Materials,42
SAGCEM.NS,Basic Materials,2354
SAGILITY.NS,Healthcare,19479
SAHLIBHFI.NS,Financial Services,256
SAHYADRI.NS,Industrials,290
SAIL.NS,Basic Materials,76885
SAILIFE.NS,Healthcare,22898
SAIPARENT.NS,Healthcare,2157
SAKAR.NS,Healthcare,1422
SAKHTISUG.NS,Consumer Defensive,234
SAKSOFT.NS,Technology,1805
SAKUMA.NS,Consumer Defensive,297
SALASAR.NS,Basic Materials,1310
SALONA.NS,Consumer Cyclical,151
SALSTEEL.NS,Basic Materials,810
SALZERELEC.NS,Industrials,1178
SAMBHAAV.NS,Communication Services,133
SAMBHV.NS,Basic Materials,3618
SAMHI.NS,Consumer Cyclical,3601
SAMMAANCAP.NS,Financial Services,16949
SAMPANN.NS,Basic Materials,137
SANATHAN.NS,Consumer Cyclical,3823
SANCO.NS,Industrials,2
SANDESH.NS,Communication Services,819
SANDHAR.NS,Consumer Cyclical,3106
SANDUMA.NS,Basic Materials,10252
SANGAMIND.NS,Consumer Cyclical,2591
SANGHVIMOV.NS,Industrials,2822
SANGINITA.NS,Basic Materials,55
SANOFI.NS,Healthcare,7899
SANOFICONR.NS,Healthcare,10920
SANSERA.NS,Consumer Cyclical,15474
SANSTAR.NS,Basic Materials,1666
SANWARIA.NS,Consumer Defensive,29
SAPPHIRE.NS,Consumer Cyclical,6281
SAPPL.NS,,0
SARDAEN.NS,Basic Materials,21003
SAREGAMA.NS,Communication Services,6700
SARLAPOLY.NS,Consumer Cyclical,762
SARVESHWAR.NS,Consumer Defensive,491
SASKEN.NS,Technology,2074
SATIA.NS,Basic Materials,682
SATIN.NS,Financial Services,1979
SAURASHCEM.NS,Basic Materials,673
SAYAJIHOTL.NS,Consumer Cyclical,0
SBC.NS,Industrials,1602
SBCL.NS,Industrials,3633
SBFC.NS,Financial Services,10392
SBGLP.NS,Real Estate,471
SBICARD.NS,Financial Services,61354
SBILIFE.NS,Financial Services,184388
SBIN.NS,Financial Services,1002352
SCANSTL.NS,,0
SCHAEFFLER.NS,Consumer Cyclical,64422
SCHAND.NS,Communication Services,574
SCHNEIDER.NS,Industrials,31222
SCI.NS,Industrials,14626
SCILAL.NS,Real Estate,2126
SCODATUBES.NS,Basic Materials,897
SCPL.NS,Consumer Defensive,420
SDBL.NS,Consumer Defensive,1824
SEAMECLTD.NS,Industrials,4078
SECMARK.NS,Industrials,147
SECURKLOUD.NS,Technology,78
SEDEMAC.NS,Consumer Cyclical,8629
SEIL.NS,,0
SEJALLTD.NS,Industrials,972
SELMC.NS,Consumer Cyclical,105
SEMAC.NS,Industrials,92
SENCO.NS,Consumer Cyclical,5484
SENORES.NS,Healthcare,4145
SEPC.NS,Industrials,1593
SERVOTECH.NS,Industrials,2181
SESHAPAPER.NS,Basic Materials,1707
SETCO.NS,Consumer Cyclical,364
SETL.NS,Industrials,2792
SETUINFRA.NS,Industrials,7
SEYAIND.NS,Basic Materials,42
SFL.NS,Consumer Cyclical,5602
SGFIN.NS,Financial Services,3785
SGIL.NS,Industrials,856
SGL.NS,Consumer Cyclical,33
SGMART.NS,Industrials,7294
SHADOWFAX.NS,Industrials,9876
SHAH.NS,Basic Materials,479
SHAHALLOYS.NS,Basic Materials,139
SHAILY.NS,Basic Materials,11480
SHAKTIPUMP.NS,Industrials,6988
SHALBY.NS,Healthcare,1772
SHALPAINTS.NS,Basic Materials,446
SHANKARA.NS,Consumer Cyclical,295
SHANTI.NS,Consumer Defensive,7
SHANTIGEAR.NS,Industrials,3690
SHANTIGOLD.NS,Consumer Cyclical,1460
SHARDACROP.NS,Basic Materials,9292
SHARDAMOTR.NS,Consumer Cyclical,5161
SHARDUL.NS,Financial Services,0
SHAREINDIA.NS,Financial Services,3142
SHBAJRG.NS,,0
SHEKHAWATI.NS,Consumer Cyclical,59
SHEMAROO.NS,Communication Services,290
SHILCTECH.NS,Industrials,5938
SHILPAMED.NS,Healthcare,8231
SHINDL.NS,,0
SHIVALIK.NS,Basic Materials,429
SHIVAMAUTO.NS,Consumer Cyclical,257
SHIVAMILLS.NS,Consumer Cyclical,57
SHIVATEX.NS,Consumer Cyclical,240
SHIVAUM.NS,Basic Materials,482
SHK.NS,Basic Materials,2047
SHOPERSTOP.NS,Consumer Cyclical,3289
SHRADHA.NS,Real Estate,214
SHREDIGCEM.NS,Basic Materials,1111
SHREECEM.NS,Basic Materials,89588
SHREEJISPG.NS,Industrials,6661
SHREEPUSHK.NS,Basic Materials,1268
SHREERAMA.NS,Consumer Cyclical,642
SHRENIK.NS,Basic Materials,25
SHREYANIND.NS,Basic Materials,236
SHRIKRISH.NS,Unknown,0
SHRINGARMS.NS,Consumer Cyclical,1988
SHRIPISTON.NS,Consumer Cyclical,15600
SHRIRAMFIN.NS,Financial Services,226681
SHRIRAMPPS.NS,Real Estate,1548
SHYAMCENT.NS,Basic Materials,121
SHYAMMETL.NS,Basic Materials,25017
SHYAMTEL.NS,Technology,27
SICAGEN.NS,Basic Materials,211
SICALLOG.NS,Industrials,542
SIEMENS.NS,Industrials,138886
SIGACHI.NS,Healthcare,768
SIGIND.NS,Industrials,147
SIGMA.NS,Technology,448
SIGMAADV.NS,Industrials,4816
SIGNATURE.NS,Real Estate,12426
SIGNPOST.NS,Communication Services,1383
SIKA.NS,,0
SIKKO.NS,Basic Materials,204
SIL.NS,Consumer Cyclical,97
SILGO.NS,Consumer Cyclical,207
SILINV.NS,Financial Services,496
SILLYMONKS.NS,Communication Services,17
SILVERTUC.NS,Technology,2067
SIMBHALS.NS,Consumer Defensive,41
SIMPLEXINF.NS,Industrials,1907
SINCLAIR.NS,Consumer Cyclical,415
SINDHUTRAD.NS,Industrials,3680
SINGERIND.NS,,0
SINTERCOM.NS,Consumer Cyclical,212
SIRCA.NS,Basic Materials,2454
SIS.NS,Industrials,5744
SITINET.NS,Communication Services,41
SIYSIL.NS,Consumer Cyclical,2669
SJS.NS,Consumer Cyclical,5962
SJVN.NS,Utilities,31748
SKFINDIA.NS,Industrials,8509
SKFINDUS.NS,Industrials,10887
SKIL.NS,Industrials,20
SKIPPER.NS,Industrials,5530
SKMEGGPROD.NS,Consumer Defensive,872
SKYGOLD.NS,Consumer Cyclical,7037
SMARTLINK.NS,Technology,133
SMARTWORKS.NS,Real Estate,5309
SMCGLOBAL.NS,Financial Services,1392
SMLMAH.NS,Consumer Cyclical,5392
SMLT.NS,Industrials,101
SMSPHARMA.NS,Healthcare,3900
SNOWMAN.NS,Industrials,708
SOBHA.NS,Real Estate,15556
SOFTTECH.NS,Technology,546
SOLARA.NS,Healthcare,2554
SOLARINDS.NS,Basic Materials,141236
SOLARWORLD.NS,Technology,1763
SOLEX.NS,Technology,1411
SOMANYCERA.NS,Industrials,1922
SOMATEX.NS,Consumer Cyclical,380
SOMICONVEY.NS,Industrials,135
SONACOMS.NS,Consumer Cyclical,36219
SONAL.NS,,0
SONAMLTD.NS,Consumer Cyclical,203
SONATSOFTW.NS,Technology,7261
SOTL.NS,Basic Materials,2621
SOUTHBANK.NS,Financial Services,10821
SOUTHWEST.NS,Energy,746
SPAL.NS,Consumer Cyclical,2026
SPANDANA.NS,Financial Services,2140
SPARC.NS,Healthcare,4555
SPCENET.NS,Financial Services,227
SPECIALITY.NS,Consumer Cyclical,505
SPECTRUM.NS,Industrials,1839
SPENCERS.NS,Consumer Cyclical,329
SPIC.NS,Basic Materials,1445
SPLIL.NS,Consumer Cyclical,93
SPLPETRO.NS,Basic Materials,14051
SPMLINFRA.NS,Industrials,1821
SPORTKING.NS,Consumer Cyclical,1912
SRD.NS,Basic Materials,287
SREEL.NS,Consumer Cyclical,421
SRF.NS,Industrials,75841
SRGHFL.NS,Financial Services,444
SRHHYPOLTD.NS,Basic Materials,892
SRM.NS,Industrials,1184
SRPL.NS,Consumer Defensive,11
SRTL.NS,Consumer Cyclical,197
SSDL.NS,Consumer Cyclical,246
SSWL.NS,Consumer Cyclical,3406
STALLION.NS,Basic Materials,1874
STANLEY.NS,Consumer Cyclical,881
STAR.NS,Healthcare,9500
STARCEMENT.NS,Basic Materials,9676
STARHEALTH.NS,Financial Services,30973
STARPAPER.NS,Basic Materials,220
STARTECK.NS,Financial Services,245
STCINDIA.NS,Industrials,715
STEELCAS.NS,Basic Materials,2929
STEELCITY.NS,Financial Services,124
STEELXIND.NS,Basic Materials,1248
STEL.NS,Financial Services,870
STERTOOLS.NS,Industrials,908
STLNETWORK.NS,Communication Services,1420
STLTECH.NS,Technology,15107
STOVEKRAFT.NS,Consumer Cyclical,1839
STUDDS.NS,Consumer Cyclical,1913
STYL.NS,Technology,3938
STYLAMIND.NS,Consumer Cyclical,3799
STYLEBAAZA.NS,Consumer Cyclical,3070
STYRENIX.NS,Basic Materials,4023
SUBEXLTD.NS,Technology,554
SUBROS.NS,Consumer Cyclical,5150
SUDARCOLOR.NS,Basic Materials,821
SUDARSCHEM.NS,Basic Materials,7414
SUDEEPPHRM.NS,Healthcare,7852
SUKHJITS.NS,Basic Materials,567
SULA.NS,Consumer Defensive,1473
SUMEETINDS.NS,Consumer Cyclical,1605
SUMICHEM.NS,Basic Materials,21520
SUMIT.NS,Real Estate,238
SUMMITSEC.NS,Financial Services,1726
SUNCLAY.NS,Industrials,3201
SUNDARAM.NS,Basic Materials,67
SUNDARMFIN.NS,Financial Services,51083
SUNDRMBRAK.NS,Consumer Cyclical,244
SUNDRMFAST.NS,Consumer Cyclical,18351
SUNDROP.NS,Consumer Defensive,2457
SUNFLAG.NS,Basic Materials,5571
SUNPHARMA.NS,Healthcare,437158
SUNTECK.NS,Real Estate,4957
SUNTV.NS,Communication Services,21958
SUPERHOUSE.NS,Consumer Cyclical,168
SUPERSPIN.NS,Consumer Cyclical,31
SUPRAJIT.NS,Consumer Cyclical,5759
SUPREME.NS,Real Estate,197
SUPREMEENG.NS,Basic Materials,27
SUPREMEIND.NS,Industrials,46492
SUPREMEINF.NS,Industrials,769
SUPRIYA.NS,Healthcare,5656
SURAJEST.NS,Real Estate,1129
SURAJLTD.NS,Basic Materials,438
SURAKSHA.NS,Healthcare,1484
SURANASOL.NS,Technology,135
SURANAT&P.NS,Utilities,260
SURYALA.NS,,0
SURYALAXMI.NS,Consumer Cyclical,112
SURYAROSNI.NS,Basic Materials,5753
SURYODAY.NS,Financial Services,1665
SUTLEJTEX.NS,Consumer Cyclical,642
SUVEN.NS,Healthcare,5621
SUVIDHAA.NS,Technology,62
SUYOG.NS,Communication Services,923
SUZLON.NS,Industrials,75956
SVLL.NS,Industrials,693
SVPGLOB.NS,Consumer Cyclical,46
SWANCORP.NS,Industrials,10554
SWANDEF.NS,Industrials,9577
SWARAJENG.NS,Consumer Cyclical,4848
SWELECTES.NS,Technology,1038
SWIGGY.NS,Consumer Cyclical,71922
SWSOLAR.NS,Technology,5012
SYMPHONY.NS,Consumer Cyclical,5696
SYNCOMF.NS,Healthcare,1313
SYNGENE.NS,Healthcare,18860
SYRMA.NS,Technology,18971
SYSTMTXC.NS,Financial Services,966
TAALTECH.NS,,0
TAINWALCHM.NS,Basic Materials,191
TAJGVK.NS,Consumer Cyclical,2058
TAKE.NS,Healthcare,593
TALBROAUTO.NS,Consumer Cyclical,2049
TAMBOLIIN.NS,,0
TANLA.NS,Technology,7034
TARACHAND.NS,Industrials,501
TARAPUR.NS,Industrials,47
TARC.NS,Real Estate,4046
TARIL.NS,Industrials,9941
TARMAT.NS,Industrials,132
TARSONS.NS,Healthcare,1179
TASTYBITE.NS,Consumer Defensive,1851
TATACAP.NS,Financial Services,139171
TATACHEM.NS,Basic Materials,20802
TATACOMM.NS,Communication Services,45029
TATACONSUM.NS,Consumer Defensive,115646
TATAELXSI.NS,Technology,25976
TATAINVEST.NS,Financial Services,36335
TATAPOWER.NS,Utilities,142384
TATASTEEL.NS,Basic Materials,266461
TATATECH.NS,Technology,23660
TATVA.NS,Basic Materials,3040
TBOTEK.NS,Consumer Cyclical,13685
TBZ.NS,Consumer Cyclical,978
TCC.NS,,0
TCI.NS,Industrials,7261
TCIEXP.NS,Industrials,2055
TCIFINANCE.NS,Financial Services,18
TCPLPACK.NS,Consumer Cyclical,2421
TCS.NS,Technology,881872
TDPOWERSYS.NS,Industrials,18189
TEAMGTY.NS,Financial Services,236
TEAMLEASE.NS,Industrials,2095
TECHM.NS,Technology,129064
TECHNOE.NS,Industrials,15379
TECHNVISN.NS,,0
TECILCHEM.NS,Financial Services,24
TEGA.NS,Industrials,12600
TEJASNET.NS,Technology,7530
TEMBO.NS,Industrials,944
TENNIND.NS,Consumer Cyclical,0
TERASOFT.NS,Technology,439
TEXINFRA.NS,Real Estate,1256
TEXMOPIPES.NS,Industrials,143
TEXRAIL.NS,Industrials,4410
TFCILTD.NS,Financial Services,3615
TFL.NS,Financial Services,69
TGBHOTELS.NS,Consumer Cyclical,28
THACKER.NS,,0
THAKDEV.NS,,0
THANGAMAYL.NS,Consumer Cyclical,12410
THEINVEST.NS,Financial Services,560
THEJO.NS,Industrials,1986
THELEELA.NS,Consumer Cyclical,14143
THEMISMED.NS,Healthcare,938
THERMAX.NS,Industrials,46128
THOMASCOOK.NS,Consumer Cyclical,4418
THOMASCOTT.NS,Consumer Cyclical,379
THYROCARE.NS,Healthcare,6743
TI.NS,Consumer Defensive,11687
TICL.NS,Industrials,373
TIGERLOGS.NS,Industrials,380
TIIL.NS,Industrials,5693
TIINDIA.NS,Industrials,57051
TIJARIA.NS,Industrials,13
TIL.NS,Industrials,1609
TIMETECHNO.NS,Consumer Cyclical,9387
TIMEX.NS,Consumer Cyclical,0
TIMKEN.NS,Industrials,25931
TINNARUBR.NS,Basic Materials,1398
TIPSFILMS.NS,Communication Services,167
TIPSMUSIC.NS,Communication Services,8378
TIRUMALCHM.NS,Basic Materials,2508
TIRUPATIFL.NS,Industrials,523
TITAGARH.NS,Industrials,10465
TITAN.NS,Consumer Cyclical,390388
TMB.NS,Financial Services,11927
TMCV.NS,Consumer Cyclical,151988
TMPV.NS,Consumer Cyclical,126933
TNPETRO.NS,Basic Materials,788
TNPL.NS,Basic Materials,1101
TNTELE.NS,Technology,43
TOKYOPLAST.NS,Consumer Cyclical,86
TOLINS.NS,Consumer Cyclical,426
