symbol,price,market_cap,sector
STARTECK.NS,249.24,247,Financial Services
STCINDIA.NS,118.0,708,Industrials
STEELCAS.NS,294.0,2975,Basic Materials
STEELCITY.NS,83.36,125,Financial Services
STEL.NS,464.0,856,Financial Services
STERTOOLS.NS,245.0,890,Industrials
STLNETWORK.NS,27.88,1360,Communication Services
STLTECH.NS,295.3,14414,Technology
STOVEKRAFT.NS,547.1,1811,Consumer Cyclical
STUDDS.NS,495.95,1951,Consumer Cyclical
STYL.NS,240.5,3891,Technology
STYLAMIND.NS,2234.3,3789,Consumer Cyclical
STYLEBAAZA.NS,388.0,2895,Consumer Cyclical
STYRENIX.NS,2260.0,3976,Basic Materials
SUBROS.NS,776.0,5062,Consumer Cyclical
SUDARCOLOR.NS,349.9,807,Basic Materials
SUDARSCHEM.NS,917.0,7210,Basic Materials
SUDEEPPHRM.NS,710.9,8029,Healthcare
SUKHJITS.NS,179.99,562,Basic Materials
SULA.NS,174.6,1474,Consumer Defensive
SUMEETINDS.NS,30.0,1578,Consumer Cyclical
SUMICHEM.NS,419.25,20926,Basic Materials
SUMIT.NS,54.88,248,Real Estate
SUMMITSEC.NS,1557.0,1704,Financial Services
SUNCLAY.NS,1423.0,3137,Industrials
SUNDARMFIN.NS,4523.9,49859,Financial Services
SUNDRMBRAK.NS,616.0,242,Consumer Cyclical
SUNDRMFAST.NS,850.0,17860,Consumer Cyclical
SUNDROP.NS,664.45,2504,Consumer Defensive
SUNFLAG.NS,290.1,5228,Basic Materials
SUNPHARMA.NS,1810.0,434279,Healthcare
SUNTECK.NS,340.7,5002,Real Estate
SUNTV.NS,609.0,23999,Communication Services
SUPERHOUSE.NS,150.86,166,Consumer Cyclical
SUPRAJIT.NS,415.95,5705,Consumer Cyclical
SUPREME.NS,52.4,203,Real Estate
SUPREMEIND.NS,3629.1,46119,Industrials
SUPREMEINF.NS,77.5,755,Industrials
SUPRIYA.NS,697.0,5609,Healthcare
SURAJEST.NS,234.0,1121,Real Estate
SURAJLTD.NS,235.55,432,Basic Materials
SURAKSHA.NS,284.0,1479,Healthcare
SURANASOL.NS,28.0,137,Technology
SURYALA.NS,342.05,0,
SURYALAXMI.NS,58.94,110,Consumer Cyclical
SURYAROSNI.NS,251.74,5478,Basic Materials
SURYODAY.NS,153.0,1626,Financial Services
SUTLEJTEX.NS,38.3,635,Consumer Cyclical
SUVEN.NS,209.35,5520,Healthcare
SUYOG.NS,757.0,886,Communication Services
SUZLON.NS,55.64,76312,Industrials
SVLL.NS,598.0,687,Industrials
SWANCORP.NS,335.0,10500,Industrials
SWANDEF.NS,1830.0,9640,Industrials
SWARAJENG.NS,3968.0,4833,Consumer Cyclical
SWELECTES.NS,666.0,1034,Technology
SWIGGY.NS,272.0,70624,Consumer Cyclical
SWSOLAR.NS,208.6,4874,Technology
SYMPHONY.NS,850.0,5837,Consumer Cyclical
SYNGENE.NS,468.05,18808,Healthcare
SYRMA.NS,954.4,18384,Technology
SYSTMTXC.NS,70.59,965,Financial Services
TAALTECH.NS,2950.0,0,
TAINWALCHM.NS,203.0,190,Basic Materials
TAJGVK.NS,324.2,2032,Consumer Cyclical
TAKE.NS,42.69,624,Healthcare
TALBROAUTO.NS,330.0,2037,Consumer Cyclical
TAMBOLIIN.NS,150.0,0,
TANLA.NS,510.7,6750,Technology
TARACHAND.NS,63.85,503,Industrials
TARAPUR.NS,24.49,47,Industrials
TARC.NS,133.8,3948,Real Estate
TARIL.NS,333.0,9995,Industrials
TARMAT.NS,52.7,132,Industrials
TARSONS.NS,218.85,1164,Healthcare
TASTYBITE.NS,7000.0,1796,Consumer Defensive
TATACAP.NS,334.0,140837,Financial Services
TATACHEM.NS,806.5,20546,Basic Materials
TATACOMM.NS,1586.7,45220,Communication Services
TATACONSUM.NS,1147.7,113587,Consumer Defensive
TATAELXSI.NS,4132.4,25743,Technology
TATAINVEST.NS,719.5,36403,Financial Services
TATAPOWER.NS,445.5,142352,Utilities
TATASTEEL.NS,211.4,263654,Basic Materials
TATATECH.NS,581.0,23591,Technology
TATVA.NS,1310.0,3064,Basic Materials
TBOTEK.NS,1245.1,13264,Consumer Cyclical
TBZ.NS,146.0,974,Consumer Cyclical
TCC.NS,396.0,0,
TCI.NS,931.0,7144,Industrials
TCIEXP.NS,524.0,2013,Industrials
TCPLPACK.NS,2630.0,2388,Consumer Cyclical
TCS.NS,2474.8,895404,Technology
TDPOWERSYS.NS,1162.0,18153,Industrials
TEAMGTY.NS,263.69,237,Financial Services
TEAMLEASE.NS,1229.5,2061,Industrials
TECHM.NS,1473.8,130588,Technology
TECHNOE.NS,1282.0,14909,Industrials
TECHNVISN.NS,5976.0,0,
TEGA.NS,1677.7,12604,Industrials
TEJASNET.NS,413.7,7338,Technology
TEMBO.NS,600.95,929,Industrials
TENNIND.NS,619.0,0,Consumer Cyclical
TERASOFT.NS,340.75,426,Technology
TEXINFRA.NS,97.2,1238,Real Estate
TEXMOPIPES.NS,46.69,136,Industrials
TEXRAIL.NS,105.88,4307,Industrials
TFCILTD.NS,72.4,3351,Financial Services
THACKER.NS,1107.0,0,
THAKDEV.NS,141.45,0,
THANGAMAYL.NS,3952.0,12283,Consumer Cyclical
THEINVEST.NS,107.9,563,Financial Services
THEJO.NS,1790.0,1941,Industrials
THELEELA.NS,423.35,14138,Consumer Cyclical
THEMISMED.NS,97.75,907,Healthcare
THERMAX.NS,4065.0,45791,Industrials
THOMASCOOK.NS,93.5,4355,Consumer Cyclical
THOMASCOTT.NS,261.89,384,Consumer Cyclical
THYROCARE.NS,400.0,6366,Healthcare
TI.NS,465.0,11493,Consumer Defensive
TICL.NS,24.15,374,Industrials
TIGERLOGS.NS,35.0,370,Industrials
TIIL.NS,2469.0,5597,Industrials
TIINDIA.NS,2963.4,57357,Industrials
TIL.NS,198.93,1579,Industrials
TIMETECHNO.NS,194.25,9588,Consumer Cyclical
TIMEX.NS,342.0,0,Consumer Cyclical
TIMKEN.NS,3412.5,25668,Industrials
TINNARUBR.NS,722.95,1302,Basic Materials
TIPSFILMS.NS,375.35,162,Communication Services
TIPSMUSIC.NS,646.3,8261,Communication Services
TIRUMALCHM.NS,204.0,2459,Basic Materials
TIRUPATIFL.NS,44.68,528,Industrials
TITAGARH.NS,771.2,10386,Industrials
TITAN.NS,4388.0,389235,Consumer Cyclical
TMB.NS,736.0,11654,Financial Services
TMCV.NS,410.0,150975,Consumer Cyclical
TMPV.NS,342.4,126086,Consumer Cyclical
TNPETRO.NS,86.9,781,Basic Materials
TNPL.NS,151.17,1046,Basic Materials
TOKYOPLAST.NS,91.99,87,Consumer Cyclical
TOLINS.NS,109.28,431,Consumer Cyclical
TORNTPHARM.NS,4192.1,141879,Healthcare
TORNTPOWER.NS,1750.0,88183,Utilities
TOTAL.NS,56.15,90,Industrials
TOUCHWOOD.NS,73.3,81,Communication Services
TPLPLASTEH.NS,69.79,544,Consumer Cyclical
TRACXN.NS,32.3,344,Technology
TRANSPEK.NS,1162.0,0,Basic Materials
TRANSRAILL.NS,597.65,8023,Industrials
TRANSWORLD.NS,167.65,368,Industrials
TRAVELFOOD.NS,1265.7,16666,Consumer Cyclical
TREJHARA.NS,156.8,378,Technology
TREL.NS,26.95,662,Real Estate
TRENT.NS,4148.0,147456,Consumer Cyclical
TRF.NS,263.59,290,Industrials
TRIDENT.NS,25.98,13238,Consumer Cyclical
TRIGYN.NS,59.1,181,Technology
TRITURBINE.NS,573.8,18240,Industrials
TRIVENI.NS,413.0,9045,Consumer Defensive
TRUALT.NS,492.4,4222,Energy
TSFINV.NS,406.0,8960,Financial Services
TTKHLTCARE.NS,905.0,1278,Healthcare
TTKPRESTIG.NS,505.0,6916,Consumer Cyclical
TTML.NS,42.89,8384,Communication Services
TVSELECT.NS,461.0,867,Technology
TVSHLTD.NS,14217.0,28763,Consumer Cyclical
TVSMOTOR.NS,3492.0,165949,Consumer Cyclical
TVSSCS.NS,114.5,5051,Industrials
TVSSRICHAK.NS,3860.0,2955,Consumer Cyclical
TVTODAY.NS,114.0,680,Communication Services
UBL.NS,1455.2,38476,Consumer Defensive
UCAL.NS,100.1,221,Consumer Cyclical
UCOBANK.NS,26.88,33706,Financial Services
UDS.NS,157.74,1065,Industrials
UEL.NS,158.04,2108,Technology
UFBL.NS,347.5,1358,Consumer Cyclical
UFLEX.NS,446.4,3223,Consumer Cyclical
UFO.NS,71.51,277,Communication Services
UGARSUGAR.NS,43.3,487,Consumer Defensive
UGROCAP.NS,109.39,1671,Financial Services
UJJIVANSFB.NS,57.25,11128,Financial Services
ULTRACEMCO.NS,11597.0,341148,Basic Materials
ULTRAMAR.NS,410.05,0,Basic Materials
UMAEXPORTS.NS,25.0,84,Consumer Defensive
UMIYA-MRO.NS,86.5,161,Real Estate
UNICHEMLAB.NS,389.05,2739,Healthcare
UNIDT.NS,202.55,411,Energy
UNIECOM.NS,93.17,1047,Technology
UNIENTER.NS,107.3,746,Basic Materials
UNIMECH.NS,1002.1,5096,Industrials
UNIONBANK.NS,165.94,126672,Financial Services
UNIPARTS.NS,534.0,2408,Industrials
UNITDSPR.NS,1328.0,96598,Consumer Defensive
UNITEDPOLY.NS,31.59,725,Consumer Cyclical
UNITEDTEA.NS,528.75,264,Consumer Defensive
UNIVASTU.NS,69.0,248,Industrials
UNIVCABLES.NS,837.0,2904,Industrials
UNIVPHOTO.NS,491.45,537,Healthcare
UNOMINDA.NS,1114.0,64324,Consumer Cyclical
UPL.NS,642.35,54296,Basic Materials
URAVIDEF.NS,138.98,158,Consumer Cyclical
URBANCO.NS,150.6,23225,Technology
USHAMART.NS,448.0,13637,Basic Materials
USK.NS,24.0,132,Industrials
UTIAMC.NS,950.0,12209,Financial Services
UTLSOLAR.NS,295.8,9078,Technology
UTTAMSUGAR.NS,256.0,976,Consumer Defensive
V2RETAIL.NS,196.67,7171,Consumer Cyclical
VADILALIND.NS,4710.0,3385,Consumer Defensive
VAIBHAVGBL.NS,217.99,3640,Consumer Cyclical
VALIANTLAB.NS,78.95,428,Healthcare
VALIANTORG.NS,270.01,756,Basic Materials
VARDHACRLC.NS,38.65,310,Consumer Cyclical
VARROC.NS,529.85,8096,Consumer Cyclical
VASCONEQ.NS,41.49,963,Industrials
VASWANI.NS,58.88,194,Basic Materials
VBL.NS,516.3,174627,Consumer Defensive
VEDL.NS,273.0,106601,Basic Materials
VEEDOL.NS,1423.0,2418,Basic Materials
VELJAN.NS,1049.65,0,
VENKEYS.NS,1590.0,2239,Consumer Defensive
VENTIVE.NS,616.1,14388,Consumer Cyclical
VENUSPIPES.NS,1373.0,2844,Basic Materials
VENUSREM.NS,966.05,1292,Healthcare
VERANDA.NS,193.0,1856,Consumer Defensive
VERTOZ.NS,49.8,424,Technology
VESUVIUS.NS,514.0,10432,Industrials
VETO.NS,109.32,208,Industrials
VGL.NS,61.9,318,Consumer Cyclical
VGUARD.NS,333.0,14545,Industrials
VHL.NS,3365.0,1073,Financial Services
VHLTD.NS,140.5,951,Consumer Cyclical
VIDHIING.NS,299.7,1496,Basic Materials
VIDYAWIRES.NS,87.57,1862,Industrials
VIJAYA.NS,1131.95,11647,Healthcare
VIKRAMSOLR.NS,221.0,8007,Technology
VIKRAN.NS,72.2,1862,Industrials
VIMTALABS.NS,457.05,2046,Healthcare
VINATIORGA.NS,1325.0,13745,Basic Materials
VINCOFE.NS,136.2,1984,Consumer Defensive
VINDHYATEL.NS,1374.0,1628,Industrials
VINEETLAB.NS,37.7,72,Basic Materials
VINYLINDIA.NS,255.0,467,Basic Materials
VIPCLOTHNG.NS,21.4,192,Consumer Cyclical
VIPIND.NS,294.55,4184,Consumer Cyclical
VISAKAIND.NS,68.84,594,Industrials
VISASTEEL.NS,40.99,597,Basic Materials
VISHNU.NS,595.3,4007,Basic Materials
VITAL.NS,60.35,144,Basic Materials
VIYASH.NS,204.86,8941,Healthcare
VLSFINANCE.NS,234.99,737,Financial Services
VMART.NS,618.3,4912,Consumer Cyclical
VMM.NS,122.65,57317,Consumer Cyclical
VMSTMT.NS,49.5,245,Basic Materials
VOLTAMP.NS,11700.0,11837,Industrials
VOLTAS.NS,1438.0,47581,Consumer Cyclical
VPRPL.NS,45.1,564,Industrials
VRAJ.NS,129.3,426,Basic Materials
VRLLOG.NS,252.47,4416,Industrials
VSSL.NS,278.0,2687,Basic Materials
VSTIND.NS,258.79,4387,Consumer Defensive
VSTL.NS,128.9,244,Basic Materials
VSTTILLERS.NS,5240.8,4534,Industrials
VTL.NS,612.7,17724,Consumer Cyclical
WAAREEENER.NS,3129.9,90031,Technology
WAAREEINDO.NS,434.0,1805,Technology
WAAREERTL.NS,1019.0,10632,Utilities
WABAG.NS,1505.0,9377,Industrials
WAKEFIT.NS,138.06,4555,Consumer Cyclical
WALCHANNAG.NS,236.96,1609,Industrials
WANBURY.NS,255.0,890,Healthcare
WCIL.NS,103.05,1050,Industrials
WEALTH.NS,940.0,1001,Financial Services
WEBELSOLAR.NS,110.29,4788,Technology
WEIZMANIND.NS,82.23,127,Consumer Cyclical
WEL.NS,105.54,1414,Consumer Cyclical
WELCORP.NS,1265.0,33358,Basic Materials
WELENT.NS,524.75,7116,Industrials
WELINV.NS,1490.0,546,Financial Services
WELSPLSOL.NS,44.0,0,
WELSPUNLIV.NS,128.42,12274,Consumer Cyclical
WENDT.NS,6928.0,1385,Industrials
WESTLIFE.NS,476.65,7398,Consumer Cyclical
WEWIN.NS,54.5,55,Technology
WEWORK.NS,552.45,7579,Real Estate
WHEELS.NS,1209.85,2956,Consumer Cyclical
WHIRLPOOL.NS,985.0,12501,Consumer Cyclical
WILLAMAGOR.NS,27.79,30,Financial Services
WIMPLAST.NS,376.57,0,Consumer Cyclical
WINDLAS.NS,850.5,1795,Healthcare
WINDMACHIN.NS,285.0,2602,Industrials
WIPL.NS,155.0,131,Basic Materials
WIPRO.NS,201.2,210838,Technology
WOCKPHARMA.NS,1395.5,22675,Healthcare
WONDERLA.NS,527.95,3348,Consumer Cyclical
WORTHPERI.NS,132.5,208,Consumer Cyclical
WPIL.NS,430.0,0,
WSI.NS,71.75,544,Industrials
WSTCSTPAPR.NS,485.0,3203,Basic Materials
XCHANGING.NS,66.95,745,Technology
XELPMOC.NS,101.06,163,Technology
XPROINDIA.NS,1011.0,2372,Basic Materials
XTGLOBAL.NS,31.85,427,Technology
YASHO.NS,1500.0,1811,Basic Materials
YATHARTH.NS,820.0,7901,Healthcare
YATRA.NS,106.35,1668,Consumer Cyclical
YUKEN.NS,745.1,1012,Industrials
ZAGGLE.NS,241.0,3246,Technology
ZEEL.NS,89.98,8642,Communication Services
ZENITHEXPO.NS,215.0,116,Consumer Cyclical
ZENSARTECH.NS,514.45,11665,Technology
ZENTEC.NS,1673.0,15045,Industrials
ZFCVINDIA.NS,14604.0,27700,Consumer Cyclical
ZFSTEERING.NS,804.49,0,Consumer Cyclical
ZIMLAB.NS,85.2,456,Healthcare
ZODIAC.NS,328.0,0,
ZODIACLOTH.NS,77.6,213,Consumer Cyclical
ZOTA.NS,1306.0,3961,Healthcare
ZSARACOM.NS,9970.0,0,
ZUARI.NS,235.0,988,Basic Materials
ZUARIIND.NS,262.5,781,Industrials
ZYDUSLIFE.NS,893.0,89856,Healthcare
ZYDUSWELL.NS,508.5,16178,Consumer Defensive
